family,major,intermediate
impersonal_pronouns,0.02234883201930738,0.03127829772566614
articles,0.03140353218958255,0.017910370864534023
conjunctions,0.02422013472334735,0.01412722693972695
quantifiers,0.055852399139967215,-0.0227119893298823
prepositions,0.016369302228997136,-0.00843059057344771
personal_pronouns,-0.0014310944199767155,0.005115828894024386
auxiliary_verbs,0.00011398541983296662,0.003525653912650822
adverbs,0.005746401130322036,-0.005848786630036614
negations,0.020737087021731933,-0.0242167811612256
