family,mean,ci_lo,ci_hi,n
negations,0.04467123945453011,-0.0042271369491495075,0.09301108230525473,29
adverbs,0.029086166968467747,0.0003119425951485474,0.06225288347519846,33
quantifiers,0.028878759518610127,-0.03405210855380094,0.09300434101025688,30
impersonal_pronouns,0.02812613671549735,-0.013565723152368031,0.07154967212549325,33
conjunctions,0.016041634238533824,-0.03139040367111722,0.06132308495631263,33
personal_pronouns,0.00680196277230212,-0.0015254204977179816,0.019354446640811394,37
articles,0.006151177383270165,-0.033861290112834376,0.05106585475895426,31
auxiliary_verbs,0.003052520720680514,-0.008495380650840946,0.01663447913852674,37
prepositions,0.0021771972082407576,-0.018286593938435118,0.02794620700181694,36
